2025-08-18 20:53:04.544 | INFO     | myoconverter.O2MPipeline:O2MPipeline:52 - Start the conversion pipeline for : arm26
2025-08-18 20:53:04.545 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:75 - Coordinate the input configurations, remove conflicts.
2025-08-18 20:53:04.545 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:86 -    Checking configurations for step 2 conversion.
2025-08-18 20:53:04.545 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:103 -        All good now.
2025-08-18 20:53:04.545 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:119 -    Checking configurations for step 3 conversion.
2025-08-18 20:53:04.545 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:136 -        All good now.
2025-08-18 20:53:04.545 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:84 - Given OpenSim model file: ./models/osim/Arm26/arm26.osim
2025-08-18 20:53:04.545 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:85 - Reading mesh files from folder ./models/osim/Arm26/Geometry
2025-08-18 20:53:04.545 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:86 - Converted model will be saved in folder ./models/mjc/Arm26
2025-08-18 20:53:04.545 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:124 - Started step 1 conversion - cvt1.
2025-08-18 20:53:05.024 | INFO     | myoconverter.xml.converter:convert:40 - Commencing the conversion procedure!
2025-08-18 20:53:05.024 | INFO     | myoconverter.xml.converter:_parse_ground:138 - Parsing the ground
2025-08-18 20:53:05.024 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Ground] ground
2025-08-18 20:53:05.025 | INFO     | myoconverter.xml.converter:_parse_constraints:147 - Starting to parse constraints
2025-08-18 20:53:05.025 | INFO     | myoconverter.xml.converter:_parse_bodies_and_joints:80 - Starting to parse bodies, wrapping objects, and joints
2025-08-18 20:53:05.025 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] base
